Date,attention,attention_scaled
2/17/2017,9,0.09
2/18/2017,7,0.07
2/19/2017,6,0.06
2/20/2017,12,0.12
2/21/2017,9,0.09
2/22/2017,11,0.11
2/23/2017,10,0.1
2/24/2017,7,0.07
2/25/2017,6,0.06
2/26/2017,7,0.07
2/27/2017,11,0.11
2/28/2017,13,0.13
3/1/2017,14,0.14
3/2/2017,15,0.15
3/3/2017,13,0.13
3/4/2017,6,0.06
3/5/2017,10,0.1
3/6/2017,13,0.13
3/7/2017,10,0.1
3/8/2017,12,0.12
3/9/2017,9,0.09
3/10/2017,9,0.09
3/11/2017,9,0.09
3/12/2017,9,0.09
3/13/2017,17,0.17
3/14/2017,16,0.16
3/15/2017,16,0.16
3/16/2017,19,0.19
3/17/2017,15,0.15
3/18/2017,15,0.15
3/19/2017,12,0.12
3/20/2017,15,0.15
3/21/2017,16,0.16
3/22/2017,13,0.13
3/23/2017,12,0.12
3/24/2017,13,0.13
3/25/2017,9,0.09
3/26/2017,9,0.09
3/27/2017,13,0.13
3/28/2017,11,0.11
3/29/2017,12,0.12
3/30/2017,11,0.11
3/31/2017,13,0.13
4/1/2017,10,0.1
4/2/2017,8,0.08
4/3/2017,15,0.15
4/4/2017,12,0.12
4/5/2017,10,0.1
4/6/2017,12,0.12
4/7/2017,10,0.1
4/8/2017,10,0.1
4/9/2017,10,0.1
4/10/2017,10,0.1
4/11/2017,11,0.11
4/12/2017,10,0.1
4/13/2017,12,0.12
4/14/2017,7,0.07
4/15/2017,7,0.07
4/16/2017,6,0.06
4/17/2017,7,0.07
4/18/2017,9,0.09
4/19/2017,11,0.11
4/20/2017,13,0.13
4/21/2017,9,0.09
4/22/2017,7,0.07
4/23/2017,9,0.09
4/24/2017,10,0.1
4/25/2017,13,0.13
4/26/2017,12,0.12
4/27/2017,13,0.13
4/28/2017,17,0.17
4/29/2017,11,0.11
4/30/2017,10,0.1
5/1/2017,19,0.19
5/2/2017,15,0.15
5/3/2017,17,0.17
5/4/2017,18,0.18
5/5/2017,20,0.2
5/6/2017,16,0.16
5/7/2017,12,0.12
5/8/2017,15,0.15
5/9/2017,18,0.18
5/10/2017,15,0.15
5/11/2017,18,0.18
5/12/2017,14,0.14
5/13/2017,10,0.1
5/14/2017,9,0.09
5/15/2017,15,0.15
5/16/2017,14,0.14
5/17/2017,14,0.14
5/18/2017,16,0.16
5/19/2017,19,0.19
5/20/2017,15,0.15
5/21/2017,17,0.17
5/22/2017,33,0.33
5/23/2017,24,0.24
5/24/2017,29,0.29
5/25/2017,32,0.32
5/26/2017,26,0.26
5/27/2017,21,0.21
5/28/2017,18,0.18
5/29/2017,21,0.21
5/30/2017,31,0.31
5/31/2017,31,0.31
6/1/2017,24,0.24
6/2/2017,23,0.23
6/3/2017,19,0.19
6/4/2017,18,0.18
6/5/2017,21,0.21
6/6/2017,23,0.23
6/7/2017,24,0.24
6/8/2017,23,0.23
6/9/2017,26,0.26
6/10/2017,29,0.29
6/11/2017,33,0.33
6/12/2017,53,0.53
6/13/2017,40,0.4
6/14/2017,35,0.35
6/15/2017,41,0.41
6/16/2017,31,0.31
6/17/2017,24,0.24
6/18/2017,23,0.23
6/19/2017,28,0.28
6/20/2017,29,0.29
6/21/2017,40,0.4
6/22/2017,33,0.33
6/23/2017,31,0.31
6/24/2017,22,0.22
6/25/2017,27,0.27
6/26/2017,44,0.44
6/27/2017,34,0.34
6/28/2017,29,0.29
6/29/2017,28,0.28
6/30/2017,23,0.23
7/1/2017,23,0.23
7/2/2017,22,0.22
7/3/2017,24,0.24
7/4/2017,25,0.25
7/5/2017,23,0.23
7/6/2017,22,0.22
7/7/2017,20,0.2
7/8/2017,18,0.18
7/9/2017,20,0.2
7/10/2017,27,0.27
7/11/2017,32,0.32
7/12/2017,28,0.28
7/13/2017,22,0.22
7/14/2017,20,0.2
7/15/2017,21,0.21
7/16/2017,29,0.29
7/17/2017,25,0.25
7/18/2017,28,0.28
7/19/2017,30,0.3
7/20/2017,20,0.2
7/21/2017,24,0.24
7/22/2017,17,0.17
7/23/2017,17,0.17
7/24/2017,19,0.19
7/25/2017,22,0.22
7/26/2017,18,0.18
7/27/2017,19,0.19
7/28/2017,19,0.19
7/29/2017,14,0.14
7/30/2017,16,0.16
7/31/2017,21,0.21
8/1/2017,24,0.24
8/2/2017,22,0.22
8/3/2017,17,0.17
8/4/2017,15,0.15
8/5/2017,17,0.17
8/6/2017,17,0.17
8/7/2017,23,0.23
8/8/2017,25,0.25
8/9/2017,27,0.27
8/10/2017,24,0.24
8/11/2017,22,0.22
8/12/2017,22,0.22
8/13/2017,24,0.24
8/14/2017,19,0.19
